,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
3877,0,1,849,Research & Development,25,1,81,2,3,Research Director,2,No,17,3,1,19,2,3,10,8,0,1
3878,0,0,390,Research & Development,1,4,32,1,2,Healthcare Representative,3,Yes,13,3,1,12,2,3,5,3,1,2
3879,0,1,691,Research & Development,5,3,86,3,1,Research Scientist,4,Yes,12,3,1,6,4,3,5,2,0,3
3880,0,1,106,Human Resources,2,1,62,2,2,Human Resources,1,No,12,3,0,9,1,3,2,2,1,0
3881,0,3,1249,Research & Development,7,1,97,3,3,Laboratory Technician,1,No,18,3,1,24,2,3,24,9,9,11
3882,0,1,192,Research & Development,2,3,32,3,1,Research Scientist,4,Yes,18,3,1,3,2,1,2,2,2,2
3883,0,3,553,Research & Development,5,4,74,3,3,Manager,2,No,11,3,2,12,2,3,10,6,8,8
3884,0,1,117,Research & Development,10,3,99,3,4,Manager,1,Yes,14,3,0,21,3,3,21,9,11,10
3885,0,3,185,Research & Development,10,3,33,3,1,Laboratory Technician,4,No,19,3,0,9,5,3,8,7,1,7
3886,0,1,1091,Research & Development,1,3,90,2,4,Healthcare Representative,3,Yes,12,3,0,25,2,3,7,1,0,7
3887,1,1,723,Research & Development,8,3,85,2,2,Research Scientist,2,No,15,3,0,11,3,2,8,2,7,7
3888,0,1,1220,Research & Development,5,3,85,3,1,Research Scientist,2,Yes,12,3,0,4,2,2,4,3,1,2
3889,0,1,588,Sales,8,3,65,2,2,Sales Executive,2,Yes,11,3,0,13,2,3,13,12,11,9
3890,0,1,1377,Sales,2,4,74,3,2,Sales Executive,3,Yes,11,3,0,5,3,3,5,4,0,4
3891,0,1,691,Sales,7,4,73,3,2,Sales Executive,4,No,12,3,3,13,3,3,7,7,1,7
3892,0,1,1018,Research & Development,2,1,74,4,2,Research Scientist,4,No,16,3,0,10,0,2,7,7,0,7
3893,1,1,1157,Research & Development,2,1,84,1,1,Research Scientist,4,Yes,13,3,0,5,4,2,3,2,2,2
3894,0,1,1275,Research & Development,28,4,64,3,2,Research Scientist,4,No,13,3,2,11,2,3,10,8,1,9
3895,0,3,798,Research & Development,7,3,48,2,3,Manufacturing Director,3,No,24,4,1,10,2,3,10,9,8,9
3896,0,3,672,Research & Development,7,3,54,2,5,Manager,4,No,15,3,1,21,2,3,21,9,13,3
3897,1,1,1162,Sales,3,4,41,3,2,Sales Executive,3,Yes,18,3,0,12,3,2,1,0,0,0
3898,0,3,508,Sales,10,2,46,2,2,Sales Executive,4,No,14,3,0,9,6,2,7,7,0,1
3899,0,1,1482,Research & Development,5,4,42,3,5,Research Director,3,No,11,3,1,21,2,3,3,2,1,1
3900,0,3,559,Research & Development,10,3,82,2,2,Laboratory Technician,3,No,11,3,1,9,3,4,9,7,0,0
3901,0,0,210,Sales,1,3,73,3,2,Sales Executive,2,Yes,13,3,1,6,0,3,5,4,1,4
3902,0,3,928,Research & Development,20,4,31,3,2,Research Scientist,3,No,12,3,0,20,4,2,4,3,0,3
3903,0,1,1001,Research & Development,7,3,43,3,3,Healthcare Representative,1,No,16,3,1,10,1,2,1,0,0,0
3904,0,1,549,Research & Development,8,4,75,3,2,Research Scientist,4,No,14,3,2,12,3,3,10,9,9,8
3905,0,1,1124,Sales,1,2,57,1,2,Sales Executive,4,Yes,22,4,3,6,2,2,4,3,0,2
3906,1,1,318,Research & Development,8,2,77,1,1,Laboratory Technician,1,Yes,11,3,0,7,4,2,7,7,0,7
3907,0,1,738,Research & Development,9,2,30,2,1,Laboratory Technician,4,No,17,3,0,4,2,3,3,2,2,2
3908,0,1,570,Sales,5,4,30,2,2,Sales Executive,3,No,13,3,3,10,2,3,10,9,1,2
3909,0,1,1130,Sales,8,2,56,3,2,Sales Executive,2,No,18,3,1,8,3,3,8,7,0,7
3910,0,1,1192,Research & Development,5,4,61,3,2,Manufacturing Director,4,No,16,3,2,8,2,2,6,2,0,4
3911,0,1,343,Research & Development,15,3,92,2,3,Research Director,4,Yes,14,3,1,12,3,3,11,10,2,9
3912,0,1,1232,Research & Development,7,3,39,3,3,Manufacturing Director,4,Yes,14,3,0,11,2,2,11,9,4,10
3913,0,1,144,Sales,10,4,39,2,2,Sales Executive,2,Yes,14,3,2,7,2,3,7,7,1,7
3914,0,1,1296,Research & Development,5,3,62,3,3,Manufacturing Director,2,No,13,3,0,17,5,3,16,6,0,13
3915,0,1,1309,Research & Development,26,3,83,3,1,Research Scientist,4,No,12,3,2,4,2,2,4,2,0,2
3916,0,1,483,Research & Development,6,4,95,2,2,Manufacturing Director,2,Yes,15,3,0,8,3,3,5,4,1,2
3917,0,3,1309,Sales,4,2,99,3,2,Sales Representative,3,No,19,3,0,5,3,3,0,0,0,0
3918,0,1,810,Research & Development,23,1,44,3,4,Research Director,4,No,14,3,0,16,2,3,1,0,0,0
3919,0,0,746,Sales,2,4,61,3,2,Sales Executive,3,No,14,3,1,4,3,2,4,3,0,2
3920,0,1,544,Human Resources,2,3,52,3,1,Human Resources,3,Yes,11,3,1,4,5,3,3,2,1,0
3921,0,1,1062,Research & Development,2,3,75,3,1,Laboratory Technician,2,No,13,3,1,8,4,3,8,0,0,7
3922,0,1,530,Sales,29,1,91,3,3,Manager,3,No,21,4,1,15,3,1,0,0,0,0
3923,0,1,1319,Research & Development,6,3,51,4,2,Research Scientist,1,Yes,13,3,2,13,2,3,7,7,6,7
3924,0,0,641,Sales,25,4,85,3,2,Sales Executive,3,Yes,12,3,1,4,2,4,2,2,2,2
3925,0,1,933,Sales,1,3,57,3,2,Sales Executive,3,No,17,3,1,8,3,3,8,7,7,7
3926,0,1,1332,Research & Development,2,1,98,2,2,Healthcare Representative,4,No,23,4,0,14,6,3,1,0,0,0
3927,1,3,756,Sales,1,1,99,2,1,Sales Representative,2,Yes,11,3,0,3,3,3,3,2,1,2
3928,0,0,845,Sales,1,4,45,3,2,Sales Executive,4,No,15,3,0,7,6,3,1,0,0,0
3929,0,3,541,Sales,3,1,48,2,3,Sales Executive,4,No,11,3,1,16,2,3,13,9,1,12
3930,0,1,593,Research & Development,1,4,88,3,2,Healthcare Representative,3,No,11,3,0,15,2,3,3,2,1,2
3931,0,1,1171,Research & Development,10,4,46,4,1,Laboratory Technician,3,Yes,13,3,1,10,3,3,7,7,1,7
3932,0,0,895,Sales,9,1,39,3,1,Sales Representative,4,No,24,4,0,3,3,2,3,2,2,2
3933,1,1,350,Sales,5,4,34,3,1,Sales Representative,3,Yes,13,3,0,1,2,3,1,0,0,0
3934,0,1,921,Research & Development,10,3,98,3,1,Laboratory Technician,1,No,20,4,1,17,3,3,5,4,0,3
3935,0,0,1144,Research & Development,7,3,30,3,2,Manufacturing Director,3,No,14,3,0,7,2,4,1,0,0,0
3936,1,3,143,Sales,4,1,56,3,2,Sales Executive,2,No,18,3,0,8,5,3,8,7,7,7
3937,0,1,1046,Research & Development,10,4,100,2,3,Healthcare Representative,4,No,15,3,0,20,2,3,4,3,1,3
3938,1,1,575,Sales,22,3,68,2,2,Sales Executive,3,Yes,12,3,2,8,6,3,6,4,1,0
3939,0,1,408,Research & Development,9,3,42,2,1,Research Scientist,2,Yes,16,3,0,3,5,3,2,2,2,2
3940,1,1,156,Sales,12,3,90,4,1,Sales Representative,2,No,15,3,0,1,0,3,1,0,0,0
3941,0,1,1283,Research & Development,23,4,54,3,1,Research Scientist,4,No,16,3,0,6,4,3,3,2,1,2
3942,0,1,755,Research & Development,9,3,97,2,2,Healthcare Representative,2,No,19,3,0,10,5,3,1,1,0,0
3943,0,1,1469,Research & Development,1,4,82,3,1,Laboratory Technician,2,No,11,3,1,5,2,3,5,2,0,4
3944,0,1,304,Sales,9,2,92,3,2,Sales Executive,4,No,16,3,0,7,1,3,7,5,0,7
3945,0,1,1261,Research & Development,7,2,31,2,3,Healthcare Representative,3,No,24,4,0,26,2,3,5,2,0,0
3946,0,1,1178,Sales,14,3,87,3,2,Sales Executive,4,No,11,3,1,18,2,2,7,7,0,7
3947,0,1,329,Research & Development,2,4,96,3,1,Research Scientist,3,No,13,3,1,6,3,3,2,2,2,2
3948,1,0,1362,Sales,19,1,67,4,2,Sales Executive,4,Yes,13,3,0,9,3,2,5,2,0,4
3949,0,1,1311,Research & Development,2,3,97,3,4,Manager,4,Yes,13,3,0,30,2,3,5,4,1,2
3950,0,1,1371,Sales,10,4,77,3,2,Sales Executive,3,Yes,12,3,1,5,2,4,5,2,0,3
3951,0,1,202,Sales,2,3,72,3,1,Sales Representative,2,No,18,3,1,1,3,3,1,0,0,0
3952,1,3,575,Research & Development,3,3,73,3,1,Research Scientist,1,No,22,4,0,7,2,3,6,4,0,4
3953,0,1,253,Research & Development,11,1,43,3,1,Research Scientist,2,No,13,3,1,2,1,3,2,1,1,2
3954,0,1,164,Sales,2,2,61,2,3,Sales Executive,3,No,13,3,2,10,2,3,10,9,9,0
3955,1,3,464,Research & Development,4,3,40,3,1,Research Scientist,4,Yes,23,4,0,3,4,3,1,0,0,0
3956,0,1,1107,Research & Development,14,4,95,3,1,Laboratory Technician,1,No,12,3,1,18,2,2,18,7,12,17
3957,0,1,759,Sales,2,4,46,3,2,Sales Executive,2,No,12,3,2,8,5,3,5,4,1,3
3958,0,1,201,Research & Development,1,2,95,3,1,Laboratory Technician,1,No,16,3,1,8,5,3,5,2,1,2
3959,0,1,1305,Research & Development,10,3,49,3,2,Manufacturing Director,2,Yes,12,3,0,18,2,2,1,0,0,1
3960,0,1,982,Research & Development,12,1,59,2,4,Research Director,2,No,11,3,1,25,3,3,25,10,3,9
3961,0,1,555,Research & Development,2,2,78,2,2,Laboratory Technician,3,No,22,4,1,20,3,3,1,0,0,0
3962,0,1,821,Research & Development,5,1,86,3,5,Research Director,1,No,11,3,1,24,4,2,4,2,1,2
3963,0,0,1381,Sales,4,3,72,3,2,Sales Executive,3,No,15,3,1,6,3,3,3,2,1,2
3964,0,1,480,Research & Development,7,2,31,3,2,Manufacturing Director,1,No,12,3,1,13,5,1,13,10,3,12
3965,0,3,313,Research & Development,21,4,61,3,1,Laboratory Technician,4,No,20,4,1,8,1,3,3,2,1,2
3966,0,1,1473,Research & Development,8,3,74,3,2,Healthcare Representative,3,Yes,14,3,0,8,3,3,5,2,0,2
3967,0,1,891,Sales,4,2,99,2,2,Sales Executive,4,Yes,11,3,0,5,3,3,5,4,1,3
3968,0,0,1063,Research & Development,25,2,72,3,2,Research Scientist,3,Yes,15,3,2,15,2,3,13,11,10,7
3969,0,1,329,Research & Development,1,4,98,2,1,Laboratory Technician,1,No,12,3,1,4,3,3,4,2,3,2
3970,0,3,1218,Research & Development,1,2,52,3,5,Manager,3,Yes,14,3,1,21,3,3,21,8,1,6
3971,0,3,906,Sales,6,3,86,4,4,Sales Executive,1,No,11,3,3,36,0,2,7,7,7,7
3972,0,1,1082,Sales,12,2,83,3,2,Sales Executive,3,No,11,3,0,6,6,3,5,4,4,4
3973,0,1,645,Sales,1,2,49,4,3,Sales Executive,1,No,16,3,1,10,2,3,10,7,0,7
3974,0,1,1300,Research & Development,17,3,79,3,2,Laboratory Technician,1,No,12,3,1,10,2,3,10,0,1,8
3975,1,1,688,Research & Development,3,1,91,3,1,Laboratory Technician,1,No,13,3,1,6,5,3,2,2,0,2
3976,0,1,319,Research & Development,3,4,39,2,3,Manufacturing Director,3,Yes,14,3,0,28,4,3,5,4,0,4
3977,0,1,192,Research & Development,10,1,69,3,1,Research Scientist,4,No,21,4,2,8,3,2,2,2,0,2
3978,0,1,1490,Research & Development,4,4,30,3,4,Manager,4,No,13,3,0,31,2,1,5,2,1,4
3979,0,3,532,Research & Development,29,1,92,3,2,Research Scientist,3,No,11,3,1,19,3,3,5,4,0,2
3980,0,1,317,Research & Development,2,3,43,1,2,Manufacturing Director,4,No,20,4,0,11,2,3,5,4,0,2
3981,0,1,422,Research & Development,7,1,41,3,5,Manager,1,No,11,3,0,33,5,1,29,8,11,10
3982,0,1,1485,Research & Development,18,3,87,3,2,Manufacturing Director,3,No,14,3,1,19,5,2,10,7,0,8
3983,0,3,1368,Research & Development,28,4,88,2,2,Healthcare Representative,4,No,11,3,3,7,4,4,6,5,0,4
3984,1,1,1448,Sales,1,1,62,3,1,Sales Representative,2,Yes,16,3,0,6,4,3,5,3,1,4
3985,1,3,296,Sales,6,4,33,1,1,Sales Representative,3,No,16,3,1,3,3,2,2,2,1,0
3986,0,3,1490,Research & Development,2,4,42,3,1,Laboratory Technician,4,Yes,23,4,1,1,3,3,1,0,0,0
3987,0,1,1398,Sales,2,3,79,3,5,Manager,3,No,14,3,0,21,2,3,20,15,1,12
3988,0,1,1349,Research & Development,23,1,90,3,1,Research Scientist,4,No,22,4,2,3,3,1,3,2,0,2
3989,0,0,1400,Research & Development,3,3,53,3,1,Laboratory Technician,4,No,15,3,1,9,3,1,5,3,1,4
3990,0,1,986,Research & Development,3,2,93,2,3,Research Director,3,No,18,3,0,10,2,3,10,2,0,7
3991,1,1,408,Research & Development,25,3,71,2,1,Research Scientist,2,No,16,3,0,6,2,4,2,2,1,1
3992,1,1,489,Human Resources,2,1,52,2,1,Human Resources,4,No,12,3,0,1,3,4,1,0,0,0
3993,0,0,1398,Sales,22,3,69,3,3,Sales Executive,1,No,11,3,0,10,3,3,9,8,7,8
3994,0,1,210,Sales,29,1,56,2,4,Manager,4,No,12,3,1,32,3,2,1,0,0,0
3995,0,1,1099,Research & Development,29,2,88,2,4,Manager,3,No,15,3,1,28,2,3,27,10,15,7
3996,0,0,1116,Research & Development,2,3,49,3,1,Laboratory Technician,4,No,14,3,0,12,2,2,11,7,6,7
3997,0,3,1499,Sales,28,3,80,2,3,Sales Executive,1,No,19,3,0,22,5,4,18,13,13,11
3998,0,1,983,Research & Development,2,1,65,3,2,Manufacturing Director,4,No,13,3,3,20,2,3,5,0,0,4
3999,0,1,1009,Research & Development,2,1,51,3,4,Research Director,3,No,13,3,0,26,2,1,3,2,0,1
4000,0,1,144,Research & Development,22,4,46,1,1,Laboratory Technician,3,No,15,3,0,6,2,3,5,4,4,3
4001,0,1,548,Research & Development,8,3,42,3,2,Laboratory Technician,3,No,11,3,0,19,3,3,1,0,0,0
4002,0,1,1303,Research & Development,2,4,62,2,1,Research Scientist,3,No,12,3,1,14,3,3,7,3,5,7
4003,0,1,1125,Sales,10,3,94,2,3,Sales Executive,4,Yes,19,3,1,15,3,3,3,2,1,2
4004,0,1,1274,Research & Development,9,3,33,3,3,Manufacturing Director,2,No,25,4,1,13,6,4,13,8,0,8
4005,1,1,1277,Research & Development,15,2,56,3,3,Manager,3,Yes,12,3,0,15,2,4,7,6,7,7
4006,1,1,587,Research & Development,10,1,38,1,1,Laboratory Technician,4,No,13,3,3,8,2,3,4,3,1,3
4007,0,1,413,Sales,7,4,57,3,1,Sales Representative,2,No,14,3,0,4,3,3,3,2,1,2
4008,0,1,1276,Research & Development,16,4,72,3,3,Healthcare Representative,3,Yes,12,3,0,10,2,3,8,7,0,0
4009,1,3,534,Research & Development,20,1,66,3,3,Healthcare Representative,3,No,12,3,0,12,2,3,1,0,0,0
4010,1,3,988,Human Resources,23,2,43,3,3,Human Resources,1,Yes,15,3,3,11,2,3,3,2,0,2
4011,0,3,1474,Research & Development,5,2,97,3,1,Laboratory Technician,3,No,17,3,1,8,4,3,2,2,2,0
4012,0,0,635,Sales,10,2,32,3,3,Sales Executive,4,No,14,3,0,10,3,2,10,3,9,7
4013,1,3,1368,Research & Development,4,3,99,2,1,Laboratory Technician,3,No,16,3,0,4,3,3,2,2,1,2
4014,0,1,163,Sales,2,2,37,3,2,Sales Executive,4,No,14,3,1,14,2,3,9,7,6,7
4015,0,1,1117,Sales,18,1,83,3,4,Manager,2,No,23,4,0,37,2,3,10,9,7,7
4016,0,0,267,Sales,10,4,56,3,2,Sales Executive,4,No,14,3,0,16,3,3,14,3,1,10
4017,0,1,619,Sales,1,2,85,3,2,Sales Executive,3,No,11,3,0,15,2,3,11,9,6,9
4018,0,1,302,Research & Development,6,2,75,3,4,Manufacturing Director,3,No,15,3,0,22,3,3,20,6,5,13
4019,0,3,443,Research & Development,8,3,48,3,1,Laboratory Technician,3,No,11,3,1,8,3,3,8,3,0,7
4020,0,1,828,Sales,2,2,77,3,2,Sales Executive,4,Yes,13,3,0,10,2,4,6,5,0,5
4021,0,1,319,Research & Development,24,4,56,3,3,Manufacturing Director,1,Yes,21,4,1,10,5,2,10,9,5,8
4022,0,1,561,Sales,2,4,61,3,2,Sales Executive,2,No,19,3,1,9,3,4,8,7,3,7
4023,1,3,426,Human Resources,17,2,58,3,1,Human Resources,3,Yes,11,3,1,8,2,2,7,7,1,0
4024,0,1,232,Research & Development,19,4,34,3,2,Manufacturing Director,4,No,12,3,2,8,2,4,3,2,1,2
4025,0,1,922,Research & Development,1,1,95,4,4,Research Director,3,No,19,3,1,10,2,3,6,1,0,5
4026,0,1,688,Sales,7,3,44,2,3,Manager,4,No,21,4,1,10,3,2,5,4,0,1
4027,1,3,1306,Sales,5,2,69,3,1,Sales Representative,2,Yes,14,3,0,0,3,3,0,0,0,0
4028,0,0,1094,Sales,28,3,58,1,3,Sales Executive,1,No,15,3,1,20,2,3,1,0,0,1
4029,0,0,509,Research & Development,2,1,62,2,2,Healthcare Representative,3,Yes,17,3,0,10,3,3,8,7,0,7
4030,0,1,775,Sales,29,1,45,3,2,Sales Executive,3,No,12,3,2,8,5,3,0,0,0,0
4031,0,1,195,Sales,1,1,80,3,2,Sales Executive,3,No,16,3,0,5,3,3,5,4,0,3
4032,0,1,258,Sales,21,4,74,4,2,Sales Executive,4,No,12,3,0,10,3,3,10,7,5,7
4033,1,1,471,Research & Development,24,3,66,1,1,Laboratory Technician,4,Yes,18,3,0,1,3,1,1,0,0,0
4034,0,1,799,Research & Development,1,2,59,3,3,Manufacturing Director,4,No,17,3,0,12,3,4,6,5,1,2
4035,0,3,1034,Research & Development,18,1,86,3,3,Healthcare Representative,3,No,11,3,0,28,3,2,2,2,1,2
4036,0,1,1276,Sales,2,2,91,3,4,Manager,1,No,16,3,1,22,2,3,18,16,11,8
4037,0,0,142,Sales,9,1,69,3,3,Sales Executive,2,No,13,3,1,9,6,3,9,5,7,7
4038,0,1,956,Research & Development,6,4,78,3,2,Research Scientist,1,Yes,12,3,2,18,3,3,10,9,6,9
4039,1,0,1474,Sales,11,4,60,4,2,Sales Executive,3,No,12,3,0,6,2,3,4,2,1,2
4040,0,3,535,Sales,24,4,38,3,1,Sales Representative,4,No,13,3,2,3,3,3,2,2,2,1
4041,0,1,1495,Research & Development,10,3,76,3,2,Healthcare Representative,3,No,19,3,1,18,4,3,1,0,0,0
4042,0,1,446,Research & Development,1,2,65,3,2,Manufacturing Director,2,No,12,3,1,8,2,2,6,5,4,3
4043,0,1,1245,Research & Development,18,4,58,2,5,Research Director,3,Yes,17,3,1,31,5,3,31,9,0,9
4044,0,1,691,Research & Development,23,2,89,4,1,Research Scientist,4,Yes,11,3,2,6,3,3,6,5,1,4
4045,0,1,703,Sales,28,1,66,3,2,Sales Executive,2,No,20,4,2,6,5,4,5,3,1,4
4046,0,1,823,Research & Development,17,4,94,2,1,Laboratory Technician,2,No,21,4,1,1,2,3,1,0,0,0
4047,0,3,1246,Human Resources,3,1,99,3,5,Manager,2,No,11,3,1,32,2,3,32,5,10,7
4048,0,1,622,Sales,13,2,40,3,1,Sales Representative,3,No,11,3,0,7,1,3,7,4,0,6
4049,1,3,1287,Research & Development,7,1,55,3,1,Laboratory Technician,3,Yes,16,3,1,6,4,3,6,3,1,2
4050,1,3,448,Sales,12,2,74,2,1,Sales Representative,1,No,18,3,1,1,2,4,1,0,0,0
4051,0,1,254,Research & Development,1,2,83,2,1,Research Scientist,4,Yes,13,3,1,6,3,3,6,5,1,3
4052,1,1,1365,Sales,13,2,46,3,2,Sales Executive,1,No,17,3,0,9,2,1,3,1,1,2
4053,0,1,538,Research & Development,25,1,54,2,2,Laboratory Technician,4,No,14,3,0,9,3,3,3,2,0,2
4054,0,1,525,Sales,6,1,66,4,2,Sales Executive,4,No,22,4,2,13,4,4,7,7,5,7
4055,0,1,798,Research & Development,6,1,66,2,1,Research Scientist,3,No,12,3,2,6,5,2,5,3,0,3
4056,0,1,558,Sales,2,4,75,3,2,Sales Executive,3,Yes,11,3,1,17,3,2,3,0,1,0
4057,0,1,959,Research & Development,1,4,83,2,1,Research Scientist,2,No,13,3,0,1,0,4,1,0,0,0
4058,0,1,622,Research & Development,2,3,81,3,2,Healthcare Representative,4,No,13,3,2,10,4,3,10,2,2,2
4059,0,1,782,Research & Development,6,2,50,2,4,Research Director,4,Yes,14,3,1,21,3,2,1,0,0,0
4060,0,1,362,Research & Development,1,3,43,3,1,Research Scientist,1,No,17,3,0,8,3,2,0,0,0,0
4061,0,3,1001,Research & Development,9,4,72,3,2,Laboratory Technician,3,Yes,13,3,1,10,3,3,8,7,4,7
4062,0,1,1236,Research & Development,1,4,40,2,4,Manager,1,No,11,3,1,21,3,1,3,2,0,2
4063,0,1,1112,Human Resources,1,1,50,2,2,Human Resources,3,No,11,3,0,10,1,4,2,2,0,2
4064,0,1,204,Sales,14,3,31,3,1,Sales Representative,3,Yes,18,3,2,8,3,3,8,2,0,6
4065,1,1,1420,Sales,2,3,85,3,1,Sales Representative,1,No,11,3,1,5,3,3,4,3,0,2
4066,0,1,1343,Sales,22,3,49,3,1,Sales Representative,3,No,11,3,0,3,2,3,3,2,1,2
4067,0,1,1315,Research & Development,3,4,35,3,5,Manager,4,Yes,12,3,1,26,2,4,2,2,0,1
4068,0,1,604,Research & Development,6,1,69,3,1,Research Scientist,3,No,20,4,0,3,3,3,2,2,2,2
4069,0,1,1216,Sales,8,3,39,3,2,Sales Executive,3,No,12,3,0,6,3,3,5,0,1,2
4070,0,1,646,Research & Development,9,1,92,3,2,Research Scientist,4,Yes,12,3,1,6,2,2,6,4,0,5
4071,0,3,160,Research & Development,3,3,71,3,1,Research Scientist,3,No,20,4,1,1,2,3,1,0,0,0
4072,0,1,238,Sales,1,4,34,3,2,Sales Executive,1,No,20,4,0,18,2,4,14,7,8,10
4073,0,1,1397,Research & Development,1,2,42,3,1,Research Scientist,4,No,12,3,1,10,4,2,10,9,8,8
4074,1,3,306,Sales,26,1,100,3,2,Sales Executive,1,No,14,3,2,5,4,3,1,1,0,0
4075,0,1,991,Research & Development,6,3,71,3,1,Laboratory Technician,4,Yes,13,3,1,3,2,3,3,2,0,2
4076,0,1,482,Research & Development,3,3,36,3,3,Manufacturing Director,3,No,15,3,1,10,2,3,10,7,7,8
4077,0,1,1176,Sales,3,2,62,3,2,Sales Executive,3,No,14,3,1,6,5,2,6,0,1,2
4078,0,1,1017,Research & Development,6,2,82,1,2,Research Scientist,4,No,13,3,0,17,3,3,17,11,11,8
4079,0,3,1296,Research & Development,6,3,30,3,2,Healthcare Representative,4,No,23,4,1,15,2,1,13,11,4,7
4080,0,1,397,Human Resources,19,3,88,3,3,Human Resources,2,No,15,3,1,16,1,4,9,7,7,1
4081,0,1,913,Research & Development,9,2,48,2,2,Manufacturing Director,2,Yes,11,3,1,13,2,3,3,2,0,2
4082,0,1,1115,Research & Development,3,1,54,2,1,Research Scientist,4,No,13,3,0,5,0,3,4,2,1,1
4083,1,1,1362,Research & Development,10,4,32,3,1,Research Scientist,3,Yes,11,3,0,1,5,3,1,0,1,1
4084,1,3,1076,Research & Development,3,1,70,3,1,Research Scientist,1,Yes,11,3,0,10,3,3,10,8,9,7
4085,0,0,727,Research & Development,3,3,41,2,1,Laboratory Technician,3,No,18,3,2,1,3,3,1,0,0,0
4086,0,1,885,Research & Development,4,1,58,4,1,Research Scientist,1,No,16,3,1,5,3,4,3,2,0,2
4087,0,1,810,Sales,8,4,57,4,2,Sales Executive,2,No,22,4,1,4,4,3,3,2,1,2
4088,0,1,243,Sales,7,4,46,2,2,Sales Executive,4,No,20,4,0,8,2,3,7,7,0,5
4089,0,3,806,Research & Development,1,2,76,1,1,Research Scientist,4,No,18,3,1,10,5,3,10,7,2,8
4090,0,1,817,Sales,2,2,56,4,2,Sales Executive,2,No,12,3,0,12,3,3,2,2,2,2
4091,0,3,1410,Sales,3,4,71,4,2,Sales Executive,4,Yes,20,4,2,6,3,3,6,5,0,4
4092,0,1,1225,Research & Development,10,4,80,4,1,Research Scientist,4,No,17,3,0,4,2,3,1,0,0,0
4093,0,1,1207,Research & Development,28,4,74,4,1,Laboratory Technician,3,Yes,11,3,3,20,3,3,20,8,3,8
4094,0,1,1442,Research & Development,9,4,46,2,3,Healthcare Representative,2,No,14,3,0,9,3,4,8,7,7,7
4095,1,1,693,Sales,3,1,65,3,2,Sales Executive,3,No,14,3,0,4,3,3,2,2,2,0
4096,0,1,408,Research & Development,2,4,80,2,2,Healthcare Representative,3,No,11,3,0,20,4,3,20,7,11,10
4097,0,1,929,Sales,10,4,55,3,2,Sales Executive,4,No,12,3,0,10,2,2,10,7,0,8
4098,1,3,562,Sales,8,2,50,3,2,Sales Executive,3,Yes,14,3,1,18,4,3,4,3,1,3
4099,0,1,827,Research & Development,1,2,33,4,2,Healthcare Representative,4,No,13,3,0,10,4,2,9,7,1,8
4100,0,1,608,Research & Development,1,3,68,3,3,Manufacturing Director,1,No,11,3,0,9,3,3,9,7,0,7
4101,0,1,1018,Research & Development,3,3,39,3,3,Research Director,4,No,15,3,0,10,6,3,7,7,7,7
4102,0,1,703,Sales,14,4,42,3,2,Sales Executive,1,No,12,3,0,20,2,3,7,7,1,7
4103,0,3,580,Sales,5,4,48,2,3,Sales Executive,1,Yes,21,4,1,20,2,3,18,13,1,12
4104,0,1,970,Research & Development,7,3,59,4,4,Research Director,3,No,19,3,0,32,3,3,5,1,1,3
4105,0,1,427,Human Resources,10,2,73,2,5,Manager,4,No,15,3,3,23,2,2,21,6,12,6
4106,0,1,1179,Sales,16,1,84,3,2,Sales Executive,1,No,14,3,0,10,1,3,2,2,2,2
4107,0,3,294,Research & Development,10,4,32,3,3,Manufacturing Director,1,No,21,4,2,9,4,2,9,7,1,7
4108,0,1,314,Human Resources,1,4,59,2,5,Manager,3,No,12,3,1,22,3,3,22,7,2,10
4109,0,1,316,Sales,8,4,54,3,1,Sales Representative,2,No,15,3,1,4,2,3,2,2,2,2
4110,1,1,654,Research & Development,1,1,67,1,1,Research Scientist,2,Yes,13,3,0,10,4,3,7,7,3,7
4111,0,0,427,Research & Development,8,1,63,4,3,Research Director,1,No,14,3,1,10,2,3,8,7,0,5
4112,0,1,168,Research & Development,1,3,81,3,3,Manufacturing Director,3,Yes,14,3,0,10,4,4,1,0,0,0
4113,0,0,381,Research & Development,24,1,49,1,1,Laboratory Technician,3,No,14,3,0,9,5,3,5,2,1,4
4114,0,3,217,Sales,3,4,49,3,4,Sales Executive,3,Yes,12,3,2,28,2,2,22,2,11,13
4115,0,1,501,Sales,27,3,99,3,2,Sales Executive,4,No,23,4,1,10,2,2,8,7,7,7
4116,0,1,1396,Sales,10,3,99,3,1,Sales Representative,3,No,11,3,0,1,6,3,1,0,0,0
4117,1,3,933,Research & Development,19,3,57,4,1,Research Scientist,3,Yes,12,3,0,7,2,3,2,2,2,2
4118,0,3,775,Sales,15,4,47,2,2,Sales Executive,4,No,18,3,1,7,5,3,2,2,2,2
4119,0,1,970,Research & Development,8,2,96,3,2,Healthcare Representative,3,No,11,3,0,10,2,3,5,1,4,3
4120,0,1,650,Research & Development,9,2,37,3,1,Laboratory Technician,1,No,14,3,1,5,2,4,4,3,0,2
