,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
3447,59,No,Non-Travel,527,Human Resources,12,14,Medical,1,01-4157892,1,M,105,1,1,Healthcare Representative,1,Married,13440,16800,3,Yes,No,25,3,2,80,1,38,6,4,26,2,9,5
3448,58,Yes,Non-Travel,431,Research & Development,20,12,Sales,1,48-3424939,1,F,128,2,1,Sales Representative,1,Married,16384,20480,5,Yes,No,15,2,3,80,0,14,6,2,4,20,8,1
3449,23,No,Travel_Frequently,772,Human Resources,29,16,Other,1,61-4429778,4,M,73,3,5,Manager,3,Single,9344,11680,1,Yes,No,13,4,1,80,2,13,4,4,27,20,12,5
3450,37,No,Non-Travel,1148,Research & Development,1,16,Other,1,19-9950658,3,F,114,1,4,Sales Executive,4,Married,14592,18240,6,Yes,No,15,3,4,80,3,32,3,4,6,5,11,10
3451,18,Yes,Travel_Rarely,719,Research & Development,16,18,Human Resources,1,50-6311505,1,M,121,1,1,Laboratory Technician,4,Single,15488,19360,3,Yes,No,12,1,1,80,0,38,3,3,29,7,0,7
3452,27,No,Travel_Frequently,221,Research & Development,45,18,Technical Degree,1,02-3027451,4,M,108,2,5,Research Director,3,Single,13824,17280,0,Yes,No,24,4,3,80,3,34,1,2,20,18,12,14
3453,54,No,Travel_Frequently,113,Research & Development,15,14,Other,1,09-9995483,2,F,130,2,2,Manufacturing Director,2,Married,16640,20800,6,Yes,No,10,4,3,80,1,37,3,2,31,16,4,3
3454,54,No,Travel_Rarely,672,Human Resources,33,16,Human Resources,1,03-8696475,2,F,148,4,3,Manufacturing Director,1,Single,18944,23680,5,Yes,No,13,2,4,80,1,9,0,2,13,14,4,0
3455,20,No,Non-Travel,580,Human Resources,8,20,Sales,1,70-5657240,2,F,119,3,3,Research Director,3,Single,15232,19040,6,Yes,No,21,3,4,80,2,7,4,3,17,10,14,4
3456,52,Yes,Non-Travel,1204,Research & Development,44,12,Human Resources,1,12-9833143,4,F,118,4,1,Healthcare Representative,3,Married,15104,18880,7,Yes,No,18,2,2,80,1,30,1,1,1,14,14,16
3457,32,No,Non-Travel,526,Sales,10,14,Human Resources,1,28-3285020,1,M,94,3,3,Healthcare Representative,3,Single,12032,15040,3,Yes,No,22,2,1,80,2,2,4,2,7,4,0,12
3458,44,Yes,Non-Travel,637,Human Resources,37,20,Human Resources,1,70-7894551,1,M,70,4,2,Research Director,4,Single,8960,11200,4,Yes,No,23,2,2,80,0,19,0,4,26,10,14,3
3459,41,No,Travel_Rarely,647,Sales,5,14,Sales,1,66-6983789,2,M,38,3,5,Human Resources,3,Married,4864,6080,8,Yes,No,22,4,1,80,2,27,6,4,23,5,11,12
3460,57,Yes,Non-Travel,271,Human Resources,22,14,Other,1,32-3425868,2,F,88,2,2,Human Resources,2,Married,11264,14080,5,Yes,No,22,2,2,80,1,38,2,3,40,19,9,15
3461,29,No,Travel_Rarely,1201,Sales,21,14,Other,1,17-2787669,3,F,137,4,1,Healthcare Representative,1,Married,17536,21920,3,Yes,No,17,3,3,80,0,36,0,2,33,18,3,17
3462,35,Yes,Travel_Frequently,842,Sales,13,16,Life Sciences,1,31-0784741,3,M,150,3,4,Research Scientist,4,Married,19200,24000,4,Yes,No,13,2,1,80,2,39,3,2,29,14,14,16
3463,43,No,Non-Travel,819,Sales,31,14,Life Sciences,1,59-8463135,4,M,35,2,1,Healthcare Representative,1,Married,4480,5600,2,Yes,No,25,3,2,80,1,6,6,4,22,8,15,12
3464,53,Yes,Travel_Rarely,943,Sales,36,16,Human Resources,1,58-6242456,1,M,52,1,1,Healthcare Representative,1,Single,6656,8320,8,Yes,No,23,3,1,80,1,2,3,2,39,7,14,16
3465,35,Yes,Non-Travel,608,Sales,30,14,Sales,1,53-4278858,1,F,42,4,3,Human Resources,2,Married,5376,6720,3,Yes,No,20,3,2,80,1,21,3,4,25,2,7,12
3466,21,Yes,Non-Travel,395,Human Resources,34,12,Life Sciences,1,80-7228813,1,M,54,4,3,Healthcare Representative,2,Married,6912,8640,7,Yes,No,11,3,2,80,1,33,1,4,31,12,13,0
3467,23,No,Non-Travel,494,Research & Development,22,14,Technical Degree,1,09-8411862,2,F,68,4,5,Sales Executive,4,Single,8704,10880,6,Yes,No,19,4,4,80,2,1,2,4,33,12,14,11
3468,55,Yes,Non-Travel,175,Sales,36,14,Other,1,99-5493799,1,F,98,4,1,Human Resources,3,Single,12544,15680,5,Yes,No,25,2,2,80,1,35,1,2,1,0,8,16
3469,54,No,Travel_Frequently,990,Human Resources,33,18,Technical Degree,1,83-3735639,3,M,103,2,3,Research Scientist,2,Married,13184,16480,6,Yes,No,13,4,3,80,2,23,5,3,0,18,0,16
3470,59,Yes,Non-Travel,1257,Research & Development,11,18,Other,1,22-9205587,2,F,114,4,1,Laboratory Technician,4,Single,14592,18240,8,Yes,No,13,2,3,80,1,26,6,2,15,12,2,17
3471,49,No,Travel_Frequently,887,Human Resources,28,16,Life Sciences,1,81-8218548,4,F,144,1,3,Sales Executive,4,Single,18432,23040,6,Yes,No,19,4,3,80,1,27,2,1,29,6,0,8
3472,19,No,Travel_Frequently,1231,Sales,50,16,Technical Degree,1,54-9920331,1,M,128,1,3,Research Director,4,Single,16384,20480,8,Yes,No,14,4,3,80,1,31,1,4,27,19,12,16
3473,49,Yes,Travel_Frequently,1375,Research & Development,25,14,Medical,1,91-1312698,1,F,118,2,1,Healthcare Representative,4,Single,15104,18880,7,Yes,No,20,2,2,80,1,2,0,3,5,6,15,4
3474,30,No,Travel_Frequently,1343,Human Resources,37,18,Life Sciences,1,77-2616178,3,M,118,4,1,Laboratory Technician,2,Single,15104,18880,4,Yes,No,16,4,3,80,0,35,2,3,23,7,0,9
3475,22,No,Travel_Frequently,578,Research & Development,42,20,Human Resources,1,29-5301379,1,M,114,4,2,Research Scientist,1,Single,14592,18240,6,Yes,No,16,4,2,80,1,31,4,4,1,16,5,16
3476,59,No,Travel_Rarely,692,Sales,11,14,Human Resources,1,44-7215983,1,M,35,2,5,Manufacturing Director,2,Married,4480,5600,1,Yes,No,14,1,1,80,3,35,3,2,4,7,12,4
3477,56,No,Travel_Frequently,223,Human Resources,5,16,Life Sciences,1,65-1342837,1,M,101,4,2,Research Scientist,2,Married,12928,16160,8,Yes,No,17,4,2,80,0,35,1,2,13,9,8,15
3478,34,No,Non-Travel,1351,Human Resources,30,18,Medical,1,45-1776940,3,F,72,1,5,Sales Executive,1,Married,9216,11520,1,Yes,No,23,2,1,80,3,32,6,4,35,2,8,1
3479,54,Yes,Non-Travel,583,Human Resources,48,14,Medical,1,29-1920511,2,F,149,2,1,Laboratory Technician,3,Married,19072,23840,5,Yes,No,15,1,2,80,0,35,1,4,38,4,12,12
3480,57,Yes,Non-Travel,758,Research & Development,14,20,Other,1,70-7592842,3,F,136,3,4,Research Director,4,Married,17408,21760,3,Yes,No,24,2,4,80,2,8,3,1,16,11,15,17
3481,55,No,Travel_Frequently,1137,Sales,1,14,Life Sciences,1,05-9051123,2,F,81,3,2,Manufacturing Director,1,Single,10368,12960,8,Yes,No,13,3,4,80,0,15,3,1,4,14,4,11
3482,56,No,Travel_Frequently,1167,Research & Development,21,16,Other,1,39-4574544,4,F,46,1,5,Manufacturing Director,2,Married,5888,7360,2,Yes,No,16,1,4,80,2,38,3,1,30,9,10,11
3483,36,No,Non-Travel,816,Sales,12,16,Technical Degree,1,40-6533267,1,F,139,1,1,Human Resources,4,Married,17792,22240,3,Yes,No,23,3,2,80,1,32,6,1,32,7,7,9
3484,18,No,Travel_Rarely,865,Research & Development,18,14,Sales,1,29-2273771,3,M,100,3,5,Manufacturing Director,4,Married,12800,16000,8,Yes,No,20,1,1,80,2,3,6,4,14,5,1,9
3485,49,Yes,Travel_Rarely,899,Research & Development,29,20,Technical Degree,1,19-6183304,3,M,53,4,5,Research Scientist,2,Single,6784,8480,1,Yes,No,18,2,3,80,3,22,0,4,10,16,2,4
3486,60,No,Non-Travel,263,Human Resources,9,14,Human Resources,1,98-6656404,3,M,33,4,1,Laboratory Technician,4,Married,4224,5280,5,Yes,No,21,1,2,80,1,15,0,4,22,13,13,4
3487,55,Yes,Non-Travel,1349,Human Resources,40,20,Sales,1,88-6980234,2,F,88,2,4,Research Director,1,Married,11264,14080,4,Yes,No,16,3,3,80,2,36,3,3,17,4,2,12
3488,58,No,Travel_Rarely,619,Research & Development,13,20,Life Sciences,1,65-2556237,2,M,91,1,2,Research Director,3,Single,11648,14560,5,Yes,No,11,3,4,80,1,22,6,3,33,3,0,14
3489,26,No,Non-Travel,622,Sales,24,16,Other,1,90-9883816,3,F,57,4,1,Sales Representative,4,Single,7296,9120,0,Yes,No,13,3,3,80,0,3,4,2,31,20,5,1
3490,55,No,Travel_Frequently,443,Human Resources,32,14,Life Sciences,1,89-5032099,3,F,149,3,3,Manager,1,Single,19072,23840,6,Yes,No,12,4,4,80,1,25,0,2,16,6,5,2
3491,45,Yes,Non-Travel,922,Research & Development,33,12,Technical Degree,1,36-6401241,1,M,79,2,3,Human Resources,1,Married,10112,12640,3,Yes,No,24,2,1,80,2,15,5,4,33,9,14,8
3492,48,No,Travel_Rarely,663,Sales,2,20,Human Resources,1,89-4467431,2,F,141,3,2,Research Director,1,Married,18048,22560,8,Yes,No,10,1,1,80,1,38,6,4,14,16,0,16
3493,24,Yes,Travel_Rarely,1064,Human Resources,20,16,Sales,1,10-7205622,3,M,126,4,4,Manager,2,Single,16128,20160,1,Yes,No,15,2,2,80,2,24,5,1,0,13,14,5
3494,34,No,Travel_Frequently,297,Human Resources,44,18,Medical,1,51-6187261,3,M,37,3,3,Laboratory Technician,1,Single,4736,5920,6,Yes,No,14,4,3,80,1,20,0,3,30,5,3,0
3495,54,Yes,Non-Travel,1381,Sales,41,16,Human Resources,1,89-7011480,4,F,63,2,2,Research Scientist,2,Single,8064,10080,3,Yes,No,12,3,4,80,0,7,5,1,34,9,10,11
3496,21,No,Travel_Frequently,606,Research & Development,47,14,Life Sciences,1,98-2838366,3,F,125,4,4,Manager,3,Single,16000,20000,0,Yes,No,19,2,2,80,3,14,0,1,34,11,12,11
3497,34,Yes,Travel_Frequently,1180,Human Resources,35,16,Life Sciences,1,68-3285945,3,M,144,2,4,Manufacturing Director,4,Married,18432,23040,4,Yes,No,22,1,2,80,3,33,3,1,4,13,9,5
3498,21,Yes,Non-Travel,701,Research & Development,13,16,Human Resources,1,29-1409991,2,F,82,3,1,Sales Representative,4,Single,10496,13120,5,Yes,No,23,1,1,80,1,28,4,1,34,1,6,1
3499,48,No,Travel_Frequently,438,Research & Development,2,12,Other,1,02-3376287,3,M,56,1,2,Human Resources,2,Single,7168,8960,7,Yes,No,13,4,4,80,1,36,1,2,3,17,14,11
3500,35,No,Non-Travel,480,Human Resources,22,16,Technical Degree,1,39-6498427,3,M,113,4,2,Sales Executive,2,Single,14464,18080,6,Yes,No,11,4,3,80,0,17,3,4,29,11,5,5
3501,27,No,Non-Travel,987,Research & Development,41,18,Sales,1,38-2317645,2,M,50,2,5,Manager,2,Single,6400,8000,2,Yes,No,16,4,4,80,3,1,6,4,18,8,15,2
3502,24,No,Non-Travel,1404,Sales,19,14,Other,1,49-3169202,2,M,55,3,3,Sales Executive,4,Married,7040,8800,1,Yes,No,24,3,2,80,1,37,0,3,33,7,5,4
3503,26,No,Travel_Frequently,707,Sales,49,16,Sales,1,78-7700383,2,M,62,1,2,Healthcare Representative,2,Married,7936,9920,4,Yes,No,16,4,3,80,1,6,5,4,36,0,8,12
3504,49,No,Travel_Frequently,981,Human Resources,2,12,Sales,1,86-7935346,3,F,39,1,1,Sales Representative,3,Married,4992,6240,1,Yes,No,22,4,3,80,1,19,6,2,24,7,7,10
3505,59,No,Travel_Frequently,677,Human Resources,17,20,Human Resources,1,45-5143427,1,F,116,1,4,Research Scientist,3,Single,14848,18560,3,Yes,No,14,3,3,80,2,19,4,3,17,11,7,15
3506,18,Yes,Non-Travel,436,Sales,24,14,Sales,1,23-9961643,2,F,55,2,1,Sales Representative,2,Married,7040,8800,2,Yes,No,15,1,3,80,0,0,0,3,9,3,15,7
3507,57,Yes,Travel_Rarely,487,Human Resources,28,20,Other,1,92-1057513,1,F,59,4,2,Research Scientist,1,Single,7552,9440,8,Yes,No,12,2,2,80,0,31,5,3,6,8,8,9
3508,41,No,Non-Travel,215,Human Resources,19,20,Technical Degree,1,29-6749326,1,F,51,1,5,Research Director,4,Single,6528,8160,8,Yes,No,19,3,4,80,3,26,1,2,33,15,8,6
3509,59,Yes,Travel_Rarely,622,Research & Development,23,16,Medical,1,52-8164020,3,M,43,2,3,Sales Representative,4,Married,5504,6880,2,Yes,No,16,2,2,80,1,29,6,4,21,8,14,5
3510,39,Yes,Non-Travel,1379,Sales,45,16,Medical,1,51-1007051,4,F,70,4,1,Healthcare Representative,3,Married,8960,11200,5,Yes,No,11,3,4,80,0,4,6,4,2,10,14,6
3511,23,No,Travel_Rarely,1390,Research & Development,32,18,Human Resources,1,21-6445816,4,M,101,2,4,Sales Executive,3,Single,12928,16160,5,Yes,No,16,3,3,80,2,16,2,4,4,11,3,6
3512,38,Yes,Travel_Rarely,718,Research & Development,11,16,Life Sciences,1,94-3316604,2,F,61,4,2,Manager,1,Married,7808,9760,6,Yes,No,15,1,3,80,1,0,0,2,21,3,1,9
3513,35,Yes,Non-Travel,750,Human Resources,26,14,Life Sciences,1,28-4163874,1,M,79,1,1,Sales Representative,1,Single,10112,12640,8,Yes,No,25,2,1,80,0,7,2,3,23,3,7,6
3514,18,Yes,Travel_Rarely,943,Human Resources,16,18,Human Resources,1,03-9577198,3,F,51,4,4,Sales Executive,2,Married,6528,8160,3,Yes,No,23,2,1,80,3,25,6,1,37,2,8,12
3515,59,No,Travel_Rarely,1341,Research & Development,33,14,Sales,1,80-6490995,4,F,56,4,2,Manager,1,Single,7168,8960,8,Yes,No,24,1,3,80,1,5,1,1,21,12,7,2
3516,20,No,Travel_Frequently,382,Research & Development,8,14,Medical,1,29-4583657,2,F,140,3,4,Sales Executive,3,Married,17920,22400,5,Yes,No,16,3,4,80,2,22,3,2,15,4,14,2
3517,49,No,Travel_Rarely,1451,Sales,7,20,Other,1,58-7226989,2,M,67,3,3,Research Director,4,Single,8576,10720,2,Yes,No,16,4,4,80,1,6,0,1,16,1,5,0
3518,19,No,Non-Travel,939,Sales,48,16,Human Resources,1,87-5544152,1,F,140,2,1,Healthcare Representative,4,Married,17920,22400,4,Yes,No,10,4,4,80,1,1,1,1,38,12,14,1
3519,21,Yes,Travel_Frequently,620,Human Resources,25,16,Medical,1,98-8692792,1,M,33,1,4,Laboratory Technician,2,Single,4224,5280,3,Yes,No,13,1,1,80,2,33,0,4,38,0,11,9
3520,41,Yes,Travel_Frequently,205,Sales,43,18,Human Resources,1,71-1646057,3,M,120,3,4,Research Scientist,1,Single,15360,19200,8,Yes,No,11,2,1,80,2,3,1,1,11,17,10,4
3521,33,Yes,Travel_Rarely,1376,Human Resources,6,12,Human Resources,1,78-4541265,4,M,31,1,2,Healthcare Representative,2,Married,3968,4960,4,Yes,No,21,2,1,80,1,20,3,1,7,2,5,16
3522,21,No,Non-Travel,592,Human Resources,15,16,Life Sciences,1,95-6080121,3,M,47,2,4,Sales Representative,1,Single,6016,7520,3,Yes,No,19,2,2,80,3,28,3,1,23,12,15,11
3523,19,No,Non-Travel,986,Sales,7,20,Sales,1,82-8333311,4,M,58,3,5,Research Director,3,Married,7424,9280,8,Yes,No,20,1,3,80,2,34,6,3,34,4,3,14
3524,43,Yes,Travel_Frequently,552,Human Resources,25,12,Other,1,55-3597976,4,F,78,1,1,Sales Representative,4,Single,9984,12480,6,Yes,No,25,3,4,80,1,16,4,2,26,20,13,9
3525,45,No,Non-Travel,267,Research & Development,42,14,Life Sciences,1,80-0177227,3,F,139,1,5,Human Resources,3,Single,17792,22240,2,Yes,No,20,4,2,80,2,6,1,3,12,0,13,3
3526,35,No,Travel_Frequently,890,Research & Development,40,20,Technical Degree,1,50-3383300,2,F,132,1,3,Research Scientist,1,Married,16896,21120,7,Yes,No,10,4,4,80,1,36,6,4,38,17,2,2
3527,20,No,Travel_Rarely,1427,Human Resources,20,16,Other,1,24-9202370,3,M,91,1,4,Sales Representative,1,Single,11648,14560,8,Yes,No,25,4,2,80,3,17,3,3,15,11,8,6
3528,25,Yes,Non-Travel,1375,Research & Development,10,16,Medical,1,18-7673689,1,M,133,2,4,Manufacturing Director,2,Single,17024,21280,4,Yes,No,15,3,4,80,2,38,3,1,30,19,8,13
3529,37,No,Travel_Frequently,234,Research & Development,2,18,Human Resources,1,54-2525746,2,M,51,2,1,Laboratory Technician,1,Married,6528,8160,3,Yes,No,25,4,4,80,1,2,3,4,32,17,5,17
3530,60,No,Travel_Rarely,818,Research & Development,18,16,Human Resources,1,17-0659946,2,M,52,3,1,Laboratory Technician,3,Married,6656,8320,6,Yes,No,25,4,2,80,0,24,1,1,11,9,6,1
3531,55,No,Travel_Rarely,296,Human Resources,26,12,Other,1,17-9821555,2,F,111,2,1,Sales Representative,4,Single,14208,17760,2,Yes,No,16,4,3,80,1,8,2,3,4,19,14,13
3532,47,No,Non-Travel,399,Human Resources,5,16,Human Resources,1,45-7415110,1,M,96,4,3,Human Resources,4,Married,12288,15360,8,Yes,No,15,4,1,80,1,11,5,4,26,17,6,12
3533,45,No,Travel_Rarely,1185,Research & Development,12,14,Medical,1,75-3969436,1,F,61,4,2,Human Resources,3,Single,7808,9760,8,Yes,No,10,4,3,80,1,7,6,1,13,10,15,9
3534,27,No,Travel_Rarely,621,Sales,38,18,Life Sciences,1,10-4038891,3,M,118,2,2,Research Scientist,3,Married,15104,18880,5,Yes,No,25,3,1,80,0,0,2,4,30,19,11,13
3535,47,Yes,Travel_Frequently,1393,Research & Development,12,16,Human Resources,1,41-3248955,1,F,119,2,1,Sales Representative,4,Married,15232,19040,2,Yes,No,17,2,3,80,1,19,0,2,16,18,13,4
3536,30,No,Travel_Frequently,422,Human Resources,49,16,Other,1,21-1623730,3,M,99,1,1,Laboratory Technician,2,Single,12672,15840,3,Yes,No,15,4,2,80,1,37,0,3,18,13,4,12
3537,32,No,Travel_Rarely,1022,Research & Development,6,20,Medical,1,30-8873040,1,F,75,4,4,Research Director,3,Single,9600,12000,8,Yes,No,14,3,3,80,3,40,5,2,19,20,8,1
3538,34,No,Non-Travel,840,Research & Development,40,20,Other,1,90-1765111,4,M,75,4,3,Research Director,3,Married,9600,12000,5,Yes,No,20,3,4,80,1,2,2,4,18,10,14,6
3539,59,No,Non-Travel,557,Research & Development,4,20,Other,1,09-5317476,2,F,90,2,2,Research Director,4,Single,11520,14400,7,Yes,No,10,4,2,80,0,17,4,1,20,10,3,3
3540,23,No,Non-Travel,1113,Research & Development,3,14,Life Sciences,1,73-1760653,3,M,45,2,1,Laboratory Technician,1,Single,5760,7200,0,Yes,No,22,3,3,80,0,22,4,2,25,0,11,6
3541,46,No,Travel_Rarely,354,Research & Development,15,16,Medical,1,26-7807180,4,M,102,4,4,Manufacturing Director,4,Married,13056,16320,2,Yes,No,24,3,4,80,2,36,1,1,37,0,2,6
3542,27,Yes,Travel_Rarely,472,Sales,14,16,Technical Degree,1,52-6567876,2,F,140,4,2,Manufacturing Director,1,Married,17920,22400,3,Yes,No,10,2,2,80,0,6,3,3,26,19,13,15
3543,30,No,Non-Travel,1137,Research & Development,40,14,Technical Degree,1,14-0736636,3,M,108,1,1,Sales Representative,1,Married,13824,17280,3,Yes,No,21,2,3,80,0,38,4,3,3,0,7,5
3544,50,Yes,Travel_Frequently,382,Research & Development,18,18,Life Sciences,1,55-6042880,3,F,111,3,1,Sales Representative,3,Single,14208,17760,0,Yes,No,11,3,2,80,0,40,2,2,14,4,8,12
3545,33,Yes,Non-Travel,401,Research & Development,44,16,Medical,1,06-2824952,3,M,125,4,3,Sales Executive,3,Married,16000,20000,7,Yes,No,17,2,3,80,1,13,6,2,0,0,12,8
3546,58,Yes,Travel_Frequently,116,Sales,21,16,Life Sciences,1,37-4498560,1,M,123,2,2,Manager,3,Married,15744,19680,1,Yes,No,25,3,2,80,1,40,1,3,0,8,6,1
3547,39,Yes,Non-Travel,167,Human Resources,4,20,Technical Degree,1,93-8950488,1,F,118,4,4,Research Director,4,Single,15104,18880,3,Yes,No,21,1,3,80,2,5,5,4,36,10,11,12
3548,47,Yes,Non-Travel,1396,Human Resources,28,16,Life Sciences,1,00-5906173,4,M,140,2,3,Sales Executive,2,Single,17920,22400,1,Yes,No,22,1,1,80,2,3,5,3,5,3,14,0
3549,60,Yes,Non-Travel,566,Sales,22,18,Other,1,65-9788603,3,M,65,1,2,Research Director,3,Single,8320,10400,4,Yes,No,25,2,4,80,1,9,2,2,1,2,11,9
3550,54,No,Non-Travel,889,Research & Development,48,16,Life Sciences,1,53-6036170,3,M,98,4,1,Sales Representative,3,Married,12544,15680,6,Yes,No,17,3,2,80,0,13,6,2,13,18,12,0
3551,38,Yes,Travel_Rarely,1401,Sales,17,18,Other,1,62-4046878,2,M,92,4,2,Research Director,3,Single,11776,14720,6,Yes,No,19,3,2,80,0,32,0,4,36,6,1,8
3552,45,No,Travel_Rarely,925,Sales,28,16,Human Resources,1,99-9360981,2,F,79,2,1,Laboratory Technician,1,Single,10112,12640,3,Yes,No,18,3,2,80,1,33,1,4,5,8,9,10
3553,47,No,Travel_Frequently,412,Human Resources,28,16,Life Sciences,1,09-8486779,4,F,140,3,3,Manufacturing Director,3,Single,17920,22400,7,Yes,No,11,4,4,80,2,12,0,3,0,9,7,7
3554,25,Yes,Travel_Rarely,1235,Sales,25,14,Medical,1,24-7106532,2,F,40,3,2,Human Resources,2,Married,5120,6400,4,Yes,No,20,2,1,80,1,24,3,1,5,9,3,0
3555,21,No,Travel_Frequently,401,Research & Development,22,16,Sales,1,16-0585633,4,F,94,2,4,Sales Representative,4,Married,12032,15040,7,Yes,No,16,4,2,80,3,34,1,4,32,4,9,17
3556,36,Yes,Travel_Rarely,608,Sales,9,18,Technical Degree,1,75-4815962,1,F,130,4,3,Manager,4,Single,16640,20800,4,Yes,No,20,1,2,80,1,16,4,3,37,14,10,13
3557,51,Yes,Travel_Frequently,275,Sales,6,20,Human Resources,1,02-2630717,4,F,64,2,2,Research Director,2,Married,8192,10240,0,Yes,No,16,1,1,80,1,10,6,1,12,11,2,15
3558,24,Yes,Non-Travel,1321,Sales,27,14,Medical,1,95-9932395,4,M,46,1,3,Laboratory Technician,2,Married,5888,7360,1,Yes,No,19,3,2,80,2,39,2,2,19,5,13,0
3559,54,Yes,Travel_Rarely,829,Research & Development,10,16,Life Sciences,1,77-8172277,4,F,137,3,3,Sales Executive,3,Married,17536,21920,2,Yes,No,22,3,3,80,1,23,3,2,40,18,4,13
3560,47,Yes,Travel_Rarely,802,Research & Development,38,14,Life Sciences,1,17-5141324,3,F,70,4,4,Manufacturing Director,1,Single,8960,11200,5,Yes,No,15,1,1,80,3,37,4,4,1,16,13,13
3561,51,Yes,Non-Travel,963,Research & Development,13,20,Technical Degree,1,99-8417203,3,M,135,4,5,Research Scientist,1,Married,17280,21600,2,Yes,No,24,2,2,80,3,30,0,4,25,10,13,4
3562,19,No,Non-Travel,793,Sales,22,16,Medical,1,32-8714355,1,F,126,2,5,Sales Executive,2,Single,16128,20160,3,Yes,No,19,1,1,80,2,12,2,3,10,3,15,5
3563,47,Yes,Non-Travel,554,Research & Development,28,20,Other,1,16-2883611,4,M,104,2,3,Research Scientist,4,Married,13312,16640,5,Yes,No,18,2,3,80,2,23,4,1,3,14,10,13
3564,57,No,Travel_Frequently,1010,Sales,10,16,Sales,1,32-9684675,2,F,137,1,3,Manufacturing Director,1,Married,17536,21920,6,Yes,No,22,3,3,80,1,17,5,2,3,4,15,3
3565,35,No,Non-Travel,1272,Sales,42,18,Technical Degree,1,79-2504265,1,M,60,3,4,Research Scientist,2,Single,7680,9600,2,Yes,No,11,3,4,80,3,27,3,1,16,12,14,3
3566,39,Yes,Non-Travel,720,Research & Development,23,18,Medical,1,92-7529838,3,M,73,3,2,Research Scientist,4,Married,9344,11680,8,Yes,No,18,2,4,80,1,28,6,2,17,4,3,5
3567,30,No,Travel_Frequently,856,Research & Development,19,20,Technical Degree,1,06-5339585,1,M,127,4,3,Research Scientist,3,Married,16256,20320,0,Yes,No,11,3,2,80,1,24,1,3,31,7,1,4
3568,60,,Travel_Frequently,1224,Sales,46,16,Medical,1,83-1865147,2,F,135,2,1,Laboratory Technician,2,Single,17280,21600,4,Yes,No,12,4,2,80,0,21,0,2,32,4,10,1
3569,54,Yes,Travel_Frequently,1193,Research & Development,47,14,Technical Degree,1,18-6912054,4,F,138,2,5,Manufacturing Director,3,Single,17664,22080,8,Yes,No,22,2,2,80,3,2,6,2,27,13,9,7
3570,41,Yes,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,1,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
3571,49,No,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,2,3,Male,61,2,2,Research Scientist,2,Married,5130,24907,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7
3572,37,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
3573,33,No,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,5,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0
3574,27,No,Travel_Rarely,591,Research & Development,2,1,Medical,1,7,1,Male,40,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2
3575,32,No,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single,3068,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
3576,59,No,Travel_Rarely,1324,Research & Development,3,3,Medical,1,10,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0
3577,30,No,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0
3578,38,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,12,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8
3579,36,No,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
3580,35,No,Travel_Rarely,809,Research & Development,16,3,Medical,1,14,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3
3581,29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
